name,line,dialogue_clean
House, Got stuck in a drawer.,got stuck drawer
House," No, I am going through pain. Pain causes nausea.",going pain pain causes nausea
House, And your solution is to give me drugs. It's interesting.,solution give drugs interesting
House, Who's Jules?,jules
House, Jules. There's no Jules in the history.,jules jules history
House, Of what?,
House, I don't think this is lupus.,think lupus
House, Your fourth diagnostic criterion of lupus is psychosis; this is just a kid missing his cat.,fourth diagnostic criterion lupus psychosis kid missing cat
House, There's a difference between psychosis and hallucination.,difference psychosis hallucination
House," Psychosis requires ""ì",psychosis requires
House," You have a dead family pet, and you nEver mentioned it? Nice family history.",dead family pet never mentioned nice family history
House, How did the cat die?,cat die
House, What happened to the cat?,happened cat
House, When?,
House, Where'd she sleep?,sleep
House, It's not lupus. Where is Jules?,lupus jules
House, Stop the gases.,stop gases
House, Saving a sixteen-year-old kid from a lifetime of immunosuppressant drugs and a very nasty scar. This kid doesn't have lupoid hepatitis. He has acute naphthalene toxicity.,saving sixteen year old kid lifetime immunosuppressant drugs nasty scar kid lupoid hepatitis acute naphthalene toxicity
House," Nope. [holds up tweezers] Termites. They create naphthalene to protect their nests, which I'm assuming is rather large and is inside all four walls of his bedroom at home. [He tosses the tweezers on the surgical equipment.]",nope termites create naphthalene protect nests assuming rather large inside four walls bedroom home
House, The autopsy I just conducted on his pet cat.,autopsy conducted pet cat
House, You are not removing that kid's liver.,removing kid liver
House," No, but I have been feeling a little sick lately. Achoo!",feeling little sick lately achoo
House, Why are you so eager to cut into a healthy kid?,eager cut healthy kid
House, He just needs some Parkcken soup.,needs parkcken soup
House," No, you're not.",
House, If the food here wasn't one step below Riker's Island he would've gotten better. He's lost fourteen pounds.,food one step riker island would gotten better lost fourteen pounds
House," Naphthalene is a gas, a fat soluble gas. The kid breathes it in, it gets stored in his fat cells. Outside the hospital his body burned protein and carbs for energy, and the naphthalene stayed in fat. But once the car accident put him in the hospital, and he started losing weight [CGI of Keith's fat cells, full of toxin being freed], his body had to get its energy somewhere else. It started to burn fat. The floodgates opened, the poison poured into his system.",naphthalene gas fat soluble gas kid breathes gets stored fat cells outside hospital body burned protein carbs energy naphthalene stayed fat car accident put hospital started losing weight body get energy somewhere else started burn fat floodgates opened poison poured system
House," Getting him away from his dad's meatloaf is what's killing him. [Cuddy and Keith's dad walk up to House, very quickly.]",getting away dad meatloaf killing
House," Your cat did not die of old age. He died of massive internal bleeding and acute liver failure caused by naphthalene poisoning, the exact same thing your son has.",cat die old age died massive internal bleeding acute liver failure caused naphthalene poisoning exact thing son
House," Give me twenty-four hours, we'll pump your son full of calories ""ì",give twenty four hours pump son full calories
House," [getting up slowly] If you do the surgery, you'll be killing a mother of four.",surgery killing mother four
House, I was guessing.,guessing
House," Naphthalene poisoning is the best explanation we have for what's wrong with your son. It explains the internal bleeding, the hemolytic anemia, the liver failure! it also predicts what'll happen next. If you do the surgery he's gonna lay on that table for fourteen hours while his body continues to burn fat and release poison into his system. Either way, I did you a favor. He's awake now, you've got a chance to say goodbye. [slight pause]",naphthalene poisoning best explanation wrong son explains internal bleeding hemolytic anemia liver failure also predicts happen next surgery gonna lay table fourteen hours body continues burn fat release poison system either way favor awake got chance say goodbye
House, And won my prize.,prize
House, Cuddy's a sucker. I would have done it for two weeks off.,cuddy sucker would done two weeks
House," Yeah, I'm an addict. [He goes into his office. Wilson follows.]",yeah addict
House, I'm not stopping.,stopping
House, I don't need to stop.,need stop
House," I said I was an addict. I didn't say I had a pRoblem. I pay my bills, I make my meals. I function.",said addict say problem pay bills make meals function
House, I don't want any relationships.,want relationships
House, I've been alienating people since I was three.,alienating people since three
House," Well, of, of course I have. I've, I've gotten older. My hair's gotten thinner. Sometimes I'm bored, sometimes I'm lonely, sometimes I wonder what it all means.",well course gotten older hair gotten thinner sometimes bored sometimes lonely sometimes wonder means
House, [slams his cane down on the shelf] Of course I've changed! [pause],course changed
House," They let me do my job, and they take away my pain. [Wilson walks off, looking defeated.]",let job take away pain
House," [On cell phone] No, price is not a pRoblem if you have what I need. *Click*",price problem need click
House, Young Man?,young man
House," Well, if he's an old Man, osteopenia would just be a fact of life, you make him comfortable, send him home, which means you're just boring me. So he's young, which means it's most likely caused by cancer, and you're here because you haven't found it. Have you looked really, really hard?",well old man osteopenia would fact life make comfortable send home means boring young means likely caused cancer found looked really really hard
House," Well, how old is he? Maybe the osteopenia is just early onset.",well old maybe osteopenia early onset
House," It's Hank Wiggen? [Takes the card and looks at it] He signed it, sweet. [Reads] ""To Jimmy Wilson, the Cy Young of medicine.""ù You ask for that?",hank wiggen signed sweet jimmy wilson cy young medicine ù ask
House," Beat the Yankees, and save the free world. [Hands the card to Wilson and goes into his office.]",beat yankees save free world
House,"[Checks his watch, then looks back at Foreman skeptically.] Don't beliEve you. [To others] Chem 7 also shows a poor kidney function. Now why would a guy in his twenties have a poor kidney?",believe chem also shows poor kidney function would guy twenties poor kidney
House," Come on, people. [Pulls out the baseball card] He was 17 and 7! His ERA was 2.1.",come people era
House," My God, you're right, I lost my head. All life is equally sacred. And I promise you, the next knitting injury that comes in here, we're on it like stink on cheese. [Chase smirks] He weighed 175 his rookie year.",god right lost head life equally sacred promise next knitting injury comes like stink cheese weighed rookie year
House, Now he's 195 after playing a year in Japan. Why?,playing year japan
House," And the bone loss. Go ask him what he's on. When he says nothing, have him pee in a cup. [Chase leaves, and House turns his attention to Foreman.] If your car breaks down, you're an hour late, not two minutes. And two minutes isn't late enough to use a clEver excuse like car trouble.",bone loss go ask says nothing pee cup car breaks hour late two minutes two minutes late enough use clever excuse like car trouble
House," Huh. Unprompted lies, that's a bad sign. Either a guilty conscience or something personal's going on. [Foreman sits down with his coffee] See, that's all you had to do, Just walk in, sit down, do your job. [Leaves]",huh unprompted lies bad sign either guilty conscience something personal going see walk sit job
House," You need cash?!Ah, no, I, I don't have that much on me!No no, it's not a pRoblem. No, I'll be over by 6. 'Kay. *Click* [To receptionist] 5 p.m., Dr. House checks out.",need cash ah much problem kay click p dr house checks
House, I was rounding up.,rounding
House," Whoa, whoa, not so fast, Kathy.",whoa whoa fast kathy
House," Ah. [checks watch] Uh, trouble with the leg? [Carol nods, House spots a bridal magazine in her purse] When's the wedding?",ah uh trouble leg wedding
House," Not much time to fit into that pretty dress, and no time for practical shoe-shopping. You're running two miles a day further than you should be.",much time fit pretty dress time practical shoe shopping running two miles day
House," New shoes, less miles, and ex-nay on the afternoon Cokes, you're gonna look beautiful. [Looks at the next guy] What's wrong with you?",new shoes less miles ex nay afternoon cokes gonna look beautiful wrong
House,[leans close] Out of what? They're not in your eyes.,eyes
House, That's because you're trying to remove your corneas. [walks over to next Man] What's wrong with you?,trying remove corneas wrong
House," Yeah, yeah. Symptoms, [gestures at Cuddy] we're working on a personal best here.",yeah yeah symptoms working personal best
House, And?,
House," Well, neither would I, if I was having trouble controlling my pee pee! [to dentist] You're a dentist. Nitrous oxide poisoning, which means you're either dipping into your own supply, or you've got a bad valve in the office. Laughing gas rehab's pRobably more expensive than the plumber. Meanwhile, get yourself some B12. [moves to the next victim] Who's left?",well neither would trouble controlling pee pee dentist nitrous oxide poisoning means either dipping supply got bad valve office laughing gas rehab probably expensive plumber meanwhile get b left
House," Well, make friends with the dentist. He can give you a note, and maybe a little nitrous to take the edge off. [he observes the clock, which reads 4:47, and walks through the door.]",well make friends dentist give note maybe little nitrous take edge
House, Or steroids. You guys got any money on you?,steroids guys got money
House, 50 of them? [Cameron looks shocked] Foreman?,foreman
House," Well, that just leaves us with steroids!",well leaves us steroids
House, Less money is made by biochemists working on a cure for cancer than by their colleagues struggling valiantly to find ways to hide steroid use. But there's one thing they can't hide![checks his watch and walks past Ducklings 1 and 2.],less money made biochemists working cure cancer colleagues struggling valiantly find ways hide steroid use one thing hide
House, Hi. I'm Dr. House. [walks over to Hank's bed] And this is the coolest day of my life. [With an Even bigger grin!he whips the covers off Hank's bed!] See? Steroid use shrinks the testicles. [The Ducklings look rather embarrassed],hi dr house coolest day life see steroid use shrinks testicles
House," Your lips say no, your prunes say yes. Hypogonadism. Isn't that a great word? Thanks, we don't get to say it nearly enough. [To Cameron] Start him on Lupron right away. [Walks out the door.]",lips say prunes say yes hypogonadism great word thanks get say nearly enough start lupron right away
House," These freaks are willing to defile themselves for mass entertainment, for money. I feel sorry for them. [Pops a Vicodin. Lola runs after him]",freaks willing defile mass entertainment money feel sorry
House," !No, no, it's not. It-it's got calcium in it. It's very good for the bones. [Lola looks skeptical] Basically, on a molecular lEvel, it's just milk. [Lola looks satisfied and walks back to the room. House looks at Foreman.] How long do you figure before I get a call from Cuddy?",got calcium good bones basically molecular level milk long figure get call cuddy
House, Uh-huh.,uh huh
House, Yes.,yes
House," [thinks for a moment] It's creAmy. But, I had 3 reasons.",creamy reasons
House," Well, we'll see in a minute, I'm just making them up now!He lied to me first.",well see minute making lied first
House," If he lies to me about not taking steroids, then I lie to him about not treating steroids, he's cured. Adds up for me-",lies taking steroids lie treating steroids cured adds
House," If I told him the truth, he wouldn't have taken the stuff.",told truth taken stuff
House, !SEvere respiratory pRoblems.,severe respiratory problems
House, I wanted to eliminate the placebo effect.,wanted eliminate placebo effect
House, Which brings me to my fourth reason.,brings fourth reason
House, I thought you'd buy one of them.,thought buy one
House, He's not gonna sue.,gonna sue
House," Good guess, but no. If the Lupron causes respiratory pRoblems, it means he's not on steroids, which means there's something else wrong with him. And the choices, for that something else, are almost universally very bad. [Ooh, serious.]",good guess lupron causes respiratory problems means steroids means something else wrong choices something else almost universally bad
House," Osteopenia messing his bones up. Hypogonadism. Impaired liver function, kidney function, and!we have Managed to find the only professional athlete in the galaxy who is not on steroids. AND it's not cancer. So, what's killing him? [looks up as Foreman enters!late again.] Who shares my suspicions that the Yankees were somehow involved?",osteopenia messing bones hypogonadism impaired liver function kidney function managed find professional athlete galaxy steroids cancer killing shares suspicions yankees somehow involved
House," [glances at Foreman and checks his watch] Throw out the lungs, that was the Lupron, my fault. Don't worry, I'll send him a nice note.",throw lungs lupron fault worry send nice note
House," Pretty small environment. Wife's fine, no one else is sick.",pretty small environment wife fine one else sick
House," Addison's disease, I like it. Mainly of course, because the treatment is!",addison disease like mainly course treatment
House, Enough irony for all of us.,enough irony us
House," Well, we'll get him a new kidney. [Cameron looks surprised]",well get new kidney
House," Cameron, if you could make an ironic guess right about now?",cameron could make ironic guess right
House," Agreed. He's not on steroids now. If he was on them anytime in the last five years, it could've caused the kidney damage.",agreed steroids anytime last five years could caused kidney damage
House," You see, kidneys don't wear watches. Sure, gallbladders do, but it doesn't matter, 'cuz kidneys can't tell time. Steroid damage could take years.",see kidneys wear watches sure gallbladders matter cuz kidneys tell time steroid damage could take years
House, I don't know. How Many times did he lie about cocaine before coming clean with the league?,know many times lie cocaine coming clean league
House," Oh, that's right, I remember. You nEver did come clean. The league was out to get you, they faked the blood tests, you had to get yourself a Lawyer-",oh right remember never come clean league get faked blood tests get lawyer
House," That's too bad. Because our theory is that the kidney damage is caused by A, and Everything else is caused by B. The beauty of this theory is that we can treat A and B. But if you add the kidney symptoms back into the mix, then we are looking at another letter altogether, one that is apparently not in the alphabet. Can't fix the bones, no more baseball, no more breathing!no more brain function.",bad theory kidney damage caused everything else caused b beauty theory treat b add kidney symptoms back mix looking another letter altogether one apparently alphabet fix bones baseball breathing brain function
House, Okay. Yeah. Think I've got one in my other pants. [starts to leave],okay yeah think got one pants
House, And you nEver tried too hard to find out either.,never tried hard find either
House," Good. Very good, yeah.",good good yeah
House, He needs a new kidney. I was thinking the kidney people might have some.,needs new kidney thinking kidney people might
House," He's a professional ballplayer, brings joy to millions. Do you really want to be known as the hospital that sent him home to die? [Puts a fist down on some papers on her desk]",professional ballplayer brings joy millions really want known hospital sent home die
House, Everything else is related to the Addison's.,everything else related addison
House, The test for Addison's is always inconclusive.,test addison always inconclusive
House," You're not putting him on the list. [Moves his hand, Cuddy takes paper]",putting list
House, You take a perverse pleasure at turning me down.,take perverse pleasure turning
House," Oh, I'm sorry Doctor, I didn't know you were busy. Want me to come back?",oh sorry doctor know busy want come back
House, No. [walks over to her],
House, !Okay.,okay
House," Not my area. That is, howEver, my chair.",area however chair
House," Very noble gesture. My favorite kind-dramatic, yet completely empty. The chances of non-identical twins being a match-",noble gesture favorite kind dramatic yet completely empty chances non identical twins match
House, You writing a book?,writing book
House," That explains it, I told them to put it on my door.",explains told put door
House, Yeah. Right. True love. That's just how we match organs these days. There's a couple in France-high school sweethearts-they're trading brains.,yeah right true love match organs days couple france high school sweethearts trading brains
House," I scored. [holds up an envelope] It's a brave new world, Doc, and we are at the cutting edge. You are looking [Wilson pulls the envelope open!and his jaw drops to his knees!] at two all-access passes to Paradise itself!",scored brave new world doc cutting edge looking two access passes paradise
House," True cost, no Man can say.",true cost man say
House, One thousand dollars. Friday night-the biggest official monster truck jam in the history of New Jersey!,one thousand dollars friday night biggest official monster truck jam history new jersey
House," WhatEver you've got, you cancel.",whatever got cancel
House," Listen, they only give these tickets to owners. [Wilson is stuttering like an idiot] Anytime. We wanna be in the middle of the track, we're in the middle of the track. These tickets are so good!we have to sign a release. I mean it. We do this, we could die.",listen give tickets owners anytime wanna middle track middle track tickets good sign release mean could die
House," [looks disappointed, then turns away] Fine. I'll ask one of my other friends. [gets up as Wilson snorts in disbelief, and he turns around.] What, you're saying I've only got one friend?",fine ask one friends saying got one friend
House," [thinks a moment] Kevin, in Bookkeeping.",kevin bookkeeping
House," I call him Kevin. It's a secret ""friendship club""ù name.",call kevin secret friendship club ù name
House," BeliEve me, I'd much rather be with your better half. And by better half, of course, I mean the one who struck out Sammy Sosa on three pitches and talks a lot less. But I thought I would talk to you first, and alone. [picks up a folder and opens it] I got your results back from the lab!you DO match.",believe much rather better half better half course mean one struck sammy sosa three pitches talks lot less thought would talk first alone got results back lab match
House," You're also pregnant. [Lola gasps, and tears fill her eyes; a smile spreads wide across her face; House watches her reaction carefully.] You can't be a donor. [Lola looks at him, confused] Not in your current condition. [She swallows hard, and Manages a weak smile. A single tear spills down her face.]",also pregnant donor current condition
House," [walks over to the bookshelf and shuffles through it] If she terminates the pregnancy, he's not going to let himself die on principle.",terminates pregnancy going let die principle
House," [turns around and gives her a piercing look] Please tell me I don't have to decide. [Cameron looks hurt, and House lays off the sarcasm a little] Depends, how long would they live?",please tell decide depends long would live
House," Fifty years, no pRoblem. Six months, I say let 'em die. Well, I've actually given this a lot of thought, and my personal tipping point is sEven years, eight months, and 14 days.",fifty years problem six months say let em die well actually given lot thought personal tipping point seven years eight months days
House, You found religion.,found religion
House," There seems to be a correlation. [Cameron looks away; House watches her for a moment then looks away, eyes darting about awkwardly.] I'm, uh![he fiddles with the books a moment] Do you like monster trucks?",seems correlation uh like monster trucks
House," !Right. [he looks down for a moment] I got two tickets. [Cameron looks at him, puzzled] Friday night.",right got two tickets friday night
House, Sure. Sounds good.,sure sounds good
House," Exactly. Except for the ""date""ù part. [She stares at him, shocked speechless. He turns away quickly, embarrassed.] Forget it. [starts to walk to the computer desk]",exactly except date ù part forget
House," 'Course, you have to hear Wilson's lecture. [sits down]",course hear wilson lecture
House, [thinks a moment] A for effort.,effort
House, I thought it was up.,thought
House, I have no idea. [To Chase] Hit him with the atropine (sp?) before he gets to 35 again.,idea hit atropine sp gets
House," Apparently, that's not enough.",apparently enough
House, What did you do to him?,
House," But something did. [He sighs, and heads for the door] Call me when he's stable!or dead. [leaves]",something call stable dead
House," Three more symptoms. Heart rate up, heart rate down, now he's hallucinating.",three symptoms heart rate heart rate hallucinating
House, No REM. He's actually awake.,rem actually awake
House," Not psychedelics, not with the heart symptoms.",psychedelics heart symptoms
House, !Yeah. Pithy analysis. [gets up] I can see why they asked you to speak at the cancer dinner. I'm sorry I'm gonna miss it.,yeah pithy analysis see asked speak cancer dinner sorry gonna miss
House," No, I think it's great. You're!giving back. [starts out the door]",think great giving back
House, Spoke Spanish. Told them I was the new shortstop from the Dominican.,spoke spanish told new shortstop dominican
House," Lousy. [he studies Warner's hands with a keen interest] Around your fingernails, that swelling, it's called clubbing. Hippocrates noticed that a lot of his friends who also had that, tended to frequently grab their chests and die.",lousy around fingernails swelling called clubbing hippocrates noticed lot friends also tended frequently grab chests die
House, What do you take for it?,take
House," Got 'em with you? [Warner reaches into his coat pocket, pulling out a half-empty/half-full bottle.]",got em
House, Don't bother. [Warner stops and looks at him.] Hank Wiggen stole your pills. He tried to kill himself. [Warner stares at House. House stares right back. STARING CONTEST!],bother hank wiggen stole pills tried kill
House," So what happened? He left the bottle open, while he went to get some water? Next time, just take the whole bottle.",happened left bottle open went get water next time take whole bottle
House," See, people remember how Many they've got. Date's right on the label, number of pills, regular person can do the math. But a junkie doesn't have to. It's how Many pills he's got left, that's all he's thinking about. Bought a big insurance policy?",see people remember many got date right label number pills regular person math junkie many pills got left thinking bought big insurance policy
House," Not for you, no. Most reputable stores won't cash your checks after you're dead. But for Lola-well, girls like that, they're all about the money-",reputable stores cash checks dead lola well girls like money
House, You owe her.,owe
House," [nods] So, the attempted suicide, the scaring her to death, that's-what is that, that's-gratitude? Love? Yeah, I get that. [Hank stares at the ceiling] We'll take out what you did to yourself yesterday, we're back to the kidneys and the bones. [as he stands up, he sets his cane down near Hank's urine bag.] I'm scheduling the transplant. [turns to leave, but Hank lashes out suddenly, grabbing House's coat. House stumbles against the urine bag, and his pants get drenched!eeeew! He looks down at his pants in disgust and anger.] NEveR visit a Patient.",attempted suicide scaring death gratitude love yeah get take yesterday back kidneys bones scheduling transplant never visit patient
House," [nods slowly] I'll start treating the Addison's, which will most likely destroy what's left of your kidneys-",start treating addison likely destroy left kidneys
House, [irritatedly] Hank Wiggen peed on me. What d'you think these pants are worth on eBay?,hank wiggen peed think pants worth ebay
House, Is it that bad?,bad
House," 'Course, why should I trust someone who lies about what he's doing Friday night? [stops to face Wilson] Question is, what are you really doing Friday night? Or more to the point, what could possibly be better than monster trucks? Or are we breaking up? [turns to enter his office. Wilson lets out a long sigh, then follows House inside. House is rummaging through his duffel bag.]",course trust someone lies friday night question really friday night point could possibly better monster trucks breaking
House," I definitely had pants here. [turns to face Wilson] Wait a second, is that Stacy the Stripper? I heard she's playing Atlantic City.",definitely pants wait second stacy stripper heard playing atlantic city
House, You thought I couldn't handle this news. [Wilson's eyes fall to the floor and he nods. House turns his attention to the bag] You talk to her a lot?,thought handle news talk lot
House," What is this, eighth grade? [looks at Wilson] I'm fine.",eighth grade fine
House, [suddenly] No! It's![zips the bag quickly and controls his voice] I have no right to be upset. You two are friends. [looks back at Wilson calmly] You should see her. Say hi for me.,right upset two friends see say hi
House," [tosses the bag under his desk] I'm not the cancer doctor who's lying about the cancer dinner. [takes his cane off the desk] I'm not the one who's betraying all those!bald-headed dying kids. [Wilson smirks, and House heads out the door] I'm gonna go get some pants, I stink.",cancer doctor lying cancer dinner one betraying bald headed dying kids gonna go get pants stink
House, He tried to kill himself.,tried kill
House, No.,
House, And he can make decisions about his. He doesn't want your kidney. [Lola looks shocked and upset],make decisions want kidney
House, !PRobably.,probably
House," If you keep that appointment, he'll also pRobably die. [Lola sobs into his shoulder] Keep the baby. [He reaches up and awkwardly pats her shoulder. He makes a face as the smell of the urine meets his nose.]",keep appointment also probably die keep baby
House," !Are you just being polite? [She pulls away from him, confused] See, my pants are![gestures to his leg]",polite see pants
House," !You can't smell that? [she shakes her head, and he looks intently at her, processing this.]",smell
House," [looking down at Sharon] So, you're the new Arnie.",new arnie
House," Would you get me a coffee? Black, no sugar. [Sharon smiles, confused, and leaves the table. House sits down, turns his attention to the Ducklings.] Okay, so who is it? [The Ducklings look confused] Come on, she's sleeping with one of you. [Chase snorts, and House looks hopefully at Cameron] Oh God, please tell me it's you. [Cameron looks shocked]",would get coffee black sugar okay come sleeping one oh god please tell
House," Don't worry, you're not gay!you're adventurous! [Ducklings roll their eyes]",worry gay adventurous
House," I'm afraid not, no. The groupies sleep with the roadies in order to get to Mick.",afraid groupies sleep roadies order get mick
House,"[eating off Sharon's plate] That was the metaphor I was making, yes.",metaphor making yes
House,"[studies Foreman a moment] Damn, it's you. [All eyes on Foreman, how embarrassing!] It's not Addison's. New symptom: the inability to smell.",damn addison new symptom inability smell
House," We rejected environmental causes because the wife was healthy. Well, she's not. Last six months, she can't smell a thing. If you think of them as one single Patient, add her symptoms to his![Chase nods]",rejected environmental causes wife healthy well last six months smell thing think one single patient add symptoms
House, It explains Everything. Even why they had so much trouble getting pregnant.,explains everything even much trouble getting pregnant
House," So, where else is cadmium?",else cadmium
House, Much better.,much better
House, What d'you mean?,mean
House, Why should they care that he's being treated for Addison's?,care treated addison
House, My report says I am.,report says
House," Everybody does stupid things, it shouldn't cost them Everything they want in life.",everybody stupid things cost everything want life
House," I'm telling you, Gravedigger nEver disappoints. [Cameron sees a couple pass by, arms around each other.]",telling gravedigger never disappoints
House," [quietly] Well now, let's not ruin a lovely night out by getting personal.",well let ruin lovely night getting personal
House," I lived with someone for a while. [Looks down at his empty cotton candy cone, then at Cameron's] You gonna finish that?",lived someone gonna finish
House," Baffling. Though I vaguely recall a disease called noomonia, nuMania?",baffling though vaguely recall disease called noomonia numania
House," Pneumonia! That's it. Just a guess here, but are his parents big donors?",pneumonia guess parents big donors
House," Tiny unicorns goring his bronParkal tubes would be cooler. And the way you're ignoring my question! wow, they're extremely big donors.",tiny unicorns goring bronparkal tubes would cooler way ignoring question wow extremely big donors
House," Excessive irritation. He's 12, he's on auto-stroke ""ì",excessive irritation auto stroke
House," Ah, you need a dermatologist. If it's dry, keep it wet, if it's wet, keep it dry, if it's not supposed to be there, cut it off. I nEver could master all of that. [House finds what he's been looking for ""ì a Vicodin.] There you are. Were you scared? It's okay. You're home now. [He takes it.]",ah need dermatologist dry keep wet wet keep dry supposed cut never could master scared okay home
House," Cuddy. As a special favor to you ""ì",cuddy special favor
House," The rash is a total snooze. [takes the chart] Unless it's connected to the pneumonia, then it's party time.",rash total snooze unless connected pneumonia party time
House," Purulent sputum, dyspnea, bronPark bilaterally. What causes this kind of rash?",purulent sputum dyspnea bronpark bilaterally causes kind rash
House, Send off a urine antigen and check if he's joined the Elks. Next?,send urine antigen check joined elks next
House, Excellent. Maybe the lodge went spelunking.,excellent maybe lodge went spelunking
House, Their mistake. That's it? Other possibilities?,mistake possibilities
House," The rash came first, caused the pneumonia. Nice.",rash came first caused pneumonia nice
House, All right. Let's keep him on fluids and cefuroxime to be safe. And biopsy that rash. And take another history. Even if we don't learn what's causing this we definitely need to know if twelve-year-olds are getting any action. [His team leaves.],right let keep fluids cefuroxime safe biopsy rash take another history even learn causing definitely need know twelve year olds getting action
House," Secret club. What's the secret, they're all morons?",secret club secret morons
House, Fungal pneumonia without the cave. ClEver.,fungal pneumonia without cave clever
House, These young doctors. It's like they don't care about people. No Manners.,young doctors like care people manners
House," That's an interesting accent you have there. I'd say Czech, with about thirty years of Aussie.",interesting accent say czech thirty years aussie
House," You're Chase's dad. Hard to miss, you know, the big hug and how happy he was to see you. [He sips his coffee and smiles.]",chase dad hard miss know big hug happy see
House, Need a consult.,need consult
House, Urgent doctor stuff. [He leaves.],urgent doctor stuff
House," 26-year-old male, sudden loss of the ability to speak --",year old male sudden loss ability speak
House, -- to his father. Differential diagnosis?,father differential diagnosis
House," Dad swoops in, Chase swoops out.",dad swoops chase swoops
House, See? You asked. Dad comes 5000 miles and you're more curious than Junior is. Can't just be about the divorce. It's been fifteen years and mom's been dead for ten of them. You think Daddy murdered her?,see asked dad comes miles curious junior divorce fifteen years mom dead ten think daddy murdered
House," You want to know how two chemicals interact, do you ask them? No, they're going to lie through their lying little chemical teeth. Throw them in a beaker and apply heat.",want know two chemicals interact ask going lie lying little chemical teeth throw beaker apply heat
House," [calling after him] You know, words can hurt!",know words hurt
House," Hah, hah hah. [The team looks over to see House reading a book on rheumatology by Chase's father.] Sorry, forgotten how funny your dad was.",hah hah hah sorry forgotten funny dad
House," High praise. I know how protective kids can be of their parents. [He hands his cane over to Chase and goes to look at the microscope.] Not cotton, animal hair. Get the CT scan. [The team crowds around the CT.] First, find the name of the company that made the insulation and second, tell me what I'm seeing that makes me want to short their stock.",high praise know protective kids parents cotton animal hair get ct scan first find name company made insulation second tell seeing makes want short stock
House," Less obvious, more scary.",less obvious scary
House," No, the cefuroxime would have killed some of it, clouded the result.",cefuroxime would killed clouded result
House, Anthrax. This House belonged to old Man Hussein?,anthrax house belonged old man hussein
House, Allergic reaction to the antibiotics?,allergic reaction antibiotics
House, I want to know what Dr. Chase thinks.,want know dr chase thinks
House," Oh, I'm sorry! Not you. Understandable mistake. The other Dr. Chase. [Chase is not amused.]",oh sorry understandable mistake dr chase
House," Whoa, whoa, whoa! Guys, it's not a competition! It's a diagnosis! Okay, who thinks [raising a hand over Chase's head] Junior wins? [Everyone's quiet.] Four to one, it's not anthrax. So we start over, what's changed? What do the nodules tell us?",whoa whoa whoa guys competition diagnosis okay thinks junior wins four one anthrax start changed nodules tell us
House," Excellent. Send an ACE lEvel. If it comes back positive, put him on methotrexate.",excellent send ace level comes back positive put methotrexate
House," Come on, there's no reason you both can't be wrong. It's not allergy, but it's not coincidence, either. Disease number one set off disease number two.",come reason wrong allergy coincidence either disease number one set disease number two
House, And triggered a dorMant sarcoidosis. Keep him on antibiotics for the anthrax and start him on methotrexate for the sarcoidosis.,triggered dormant sarcoidosis keep antibiotics anthrax start methotrexate sarcoidosis
House, Better go with him. Make sure he doesn't snap and hurt somebody. [Foreman follows him.],better go make sure snap hurt somebody
House, Apparently not.,apparently
House," Is this a magic trick? Because I am a total David Copperfield fan, although that ""Tornado of Fire,""ù that seemed a little fake ""ì",magic trick total david copperfield fan although tornado fire ù seemed little fake
House," Fascinating story. You thought of adapting it for the stage? [His beeper beeps, he goes to get it in his office.]",fascinating story thought adapting stage
House, Go back to your son's room.,go back son room
House," There's a pRoblem. [Jeffrey walks out, and..]",problem
House," No, he doesn't. I rescheduled you guys so you'd be free.",rescheduled guys free
House, You page me?,page
House," Oh, come on. We all need help now and again. [Cameron, Foreman and Rowan also enter.] You're getting a consult. Okay, we've got new skin lesions, bigger and uglier. What would cause that?",oh come need help getting consult okay got new skin lesions bigger uglier would cause
House," Sure, except for the nodules and we're not working out of Calcutta General.",sure except nodules working calcutta general
House, Gotta go with Senior. He literally wrote the book on this one.,gotta go senior literally wrote book one
House," We'll give it to him now, before the fat starts dripping out his eyeballs.",give fat starts dripping eyeballs
House," Your watch is on too tight. [Well, how about that! Patient crisis solved.]",watch tight
House, Your relationship with your dad is messing with your ability to do your job.,relationship dad messing ability job
House," Good point. Haven't seen him in years, he flies across the Atlantic to see you ""ì",good point seen years flies across atlantic see
House, You breeze by him like he's a Hare Krishna at the airport. You don't Even ask why he's in town.,breeze like hare krishna airport even ask town
House," PRobably. I was hoping to do this by sheer Manipulation, but if you insist on talking, fine, talk. [He walks over to the foot of the stairs.] What did he do to you?",probably hoping sheer manipulation insist talking fine talk
House, I'd hate it. That's why I clEverly have no personal life.,hate cleverly personal life
House, Good thinking! Prove your dad wrong. That'll solve Everything.,good thinking prove dad wrong solve everything
House, But the Patient's getting better.,patient getting better
House," On the other hand, getting better.",hand getting better
House, Better!,better
House, Be home by midnight or he can't have the car this weekend. [Chase stops by the door.] You guys talk? Did he tell you why he's here?,home midnight car weekend guys talk tell
House, Going back to the conference?,going back conference
House," I hope you can get in. You're not registered. I get it. You had to make up a lie. Can't just tell your kid you're here to see him. What father does that? That little blue dot under your collar. [Rowan moves to cover it up.] It's a tattoo for guiding radiation treatment. I was looking for it after I saw what you had for breakfast: brown rice and vegetables, macRobiotic diet. Popular with Hollywood starlets and cancer Patients.",hope get registered get make lie tell kid see father little blue dot collar tattoo guiding radiation treatment looking saw breakfast brown rice vegetables macrobiotic diet popular hollywood starlets cancer patients
House, You look good.,look good
House, What'd he say?,say
